Region,Department,Commune_Code_INSEE,City,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year
ILE-DE-FRANCE,VAL-DE-MARNE,94028,CRETEIL,81.0,2066568.0,7757.0,ificom-2022.xlsx,2022
LES-HAUTS-DE-FRANCE,NORD,59163,CROIX,85.0,2168735.0,7149.0,ificom-2019.xls,2019
LES-HAUTS-DE-FRANCE,NORD,59163,CROIX,90.0,2167695.0,7503.0,ificom-2020.xlsx,2020
LES-HAUTS-DE-FRANCE,NORD,59163,CROIX,95.0,2345519.0,8725.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59163,CROIX,111.0,2295986.0,7722.0,ificom-2022.xlsx,2022
BOURGOGNE-FRANCHE-COMTE,COTE-D'OR,21231,DIJON,174.0,2173765.0,8786.0,ificom-2019.xls,2019
BOURGOGNE-FRANCHE-COMTE,COTE-D'OR,21231,DIJON,176.0,2189934.0,8714.0,ificom-2020.xlsx,2020
BOURGOGNE-FRANCHE-COMTE,COTE-D'OR,21231,DIJON,188.0,2198908.0,9221.0,ificom-2021.xlsx,2021
BOURGOGNE-FRANCHE-COMTE,COTE-D'OR,21231,DIJON,200.0,2159030.0,8599.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,71.0,2181197.0,9623.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,70.0,2166569.0,9748.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,70.0,2053548.0,8133.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,68.0,2060808.0,8589.0,ificom-2022.xlsx,2022
LES-HAUTS-DE-FRANCE,NORD,59183,DUNKERQUE,53.0,2027053.0,7673.0,ificom-2019.xls,2019
LES-HAUTS-DE-FRANCE,NORD,59183,DUNKERQUE,59.0,2063524.9999999998,8042.0,ificom-2020.xlsx,2020
LES-HAUTS-DE-FRANCE,NORD,59183,DUNKERQUE,65.0,2033788.0,7795.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59183,DUNKERQUE,59.0,2164627.0,8918.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33162,EYSINES,52.0,2076615.0,8194.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33162,EYSINES,57.0,2019978.0,7732.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,74.0,1989128.0,7290.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,77.0,2019588.0000000002,7443.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,89.0,2033532.0,7491.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,94.0,2025241.0,7227.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94033,FONTENAY SOUS BOIS,271.0,2331649.0,9473.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94033,FONTENAY SOUS BOIS,270.0,2354795.0,9713.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94033,FONTENAY SOUS BOIS,275.0,2350111.0,9238.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94033,FONTENAY SOUS BOIS,289.0,2464082.0,9964.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,142.0,2073239.0,8252.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,144.0,2199691.0,8213.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,138.0,1993351.0,7522.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,149.0,2068631.0,8196.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,HAUTES-ALPES,05061,GAP,57.0,2235849.0,9388.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,HAUTES-ALPES,05061,GAP,57.0,2224957.0,8488.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,HAUTES-ALPES,05061,GAP,65.0,2268207.0,8156.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,HAUTES-ALPES,05061,GAP,71.0,2264449.0,8403.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,98.0,2025798.0,7314.0,ificom-2019.xls,2019
ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,100.0,2064804.0,7524.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,105.0,2076096.0,7609.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,118.0,2132069.0,7918.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33192,GRADIGNAN,69.0,2137297.0,8463.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,GIRONDE,33192,GRADIGNAN,71.0,2260960.0,9111.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,GIRONDE,33192,GRADIGNAN,75.0,2371111.0,9858.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33192,GRADIGNAN,80.0,2472298.0,10348.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06069,GRASSE,124.0,2160182.0,9162.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06069,GRASSE,126.0,2806244.0,18665.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06069,GRASSE,125.0,2938801.0,10202.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06069,GRASSE,123.0,2224910.0,9436.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,ISERE,38185,GRENOBLE,178.0,2167094.0,8652.0,ificom-2019.xls,2019
AUVERGNE-RHONE-ALPES,ISERE,38185,GRENOBLE,172.0,2157148.0,8816.0,ificom-2020.xlsx,2020
AUVERGNE-RHONE-ALPES,ISERE,38185,GRENOBLE,174.0,2224496.0,8388.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,ISERE,38185,GRENOBLE,175.0,2275227.0,9034.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33199,GUJAN-MESTRAS,53.0,2030226.0,8054.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33199,GUJAN-MESTRAS,68.0,1986092.0,7480.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,VAR,83069,HYERES,218.0,2080389.0,7623.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,VAR,83069,HYERES,235.0,2030627.0,7436.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,VAR,83069,HYERES,237.0,2117763.0,7902.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,VAR,83069,HYERES,252.0,2163800.0,8255.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,348.0,2027966.0,7189.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,380.0,2035225.0,7379.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,449.0,2058724.0,7522.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,504.0,2055431.0,7464.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,56.0,2032772.0,8003.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,57.0,1985493.0,7559.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,61.0,1966281.0,7305.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,64.0,1952700.0,7438.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,YVELINES,78126,LA CELLE-SAINT-CLOUD,189.0,2106718.0,7394.0,ificom-2019.xls,2019
ILE-DE-FRANCE,YVELINES,78126,LA CELLE-SAINT-CLOUD,195.0,2290647.0,7477.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,YVELINES,78126,LA CELLE-SAINT-CLOUD,205.0,2081858.0,7169.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,YVELINES,78126,LA CELLE-SAINT-CLOUD,217.0,2133828.0,7671.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13028,LA CIOTAT,96.0,2079346.0,8536.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13028,LA CIOTAT,100.0,2089652.0,8364.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13028,LA CIOTAT,109.0,2132562.0,8726.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13028,LA CIOTAT,122.0,2155687.0,9050.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,143.0,2077514.0,7931.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,165.0,2197033.0,9272.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,178.0,2181441.0,8796.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,194.0,2199215.0,9203.0,ificom-2022.xlsx,2022
LES-HAUTS-DE-FRANCE,NORD,59368,LA MADELEINE,53.0,2531042.0,10561.0,ificom-2019.xls,2019
LES-HAUTS-DE-FRANCE,NORD,59368,LA MADELEINE,54.0,2359042.0,9111.0,ificom-2020.xlsx,2020
LES-HAUTS-DE-FRANCE,NORD,59368,LA MADELEINE,58.0,2391066.0,11929.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59368,LA MADELEINE,64.0,2486072.0,9666.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17300,LA ROCHELLE,220.0,2072775.0,7873.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17300,LA ROCHELLE,236.0,2087858.0000000002,7857.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17300,LA ROCHELLE,268.0,2127345.0,8278.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17300,LA ROCHELLE,305.0,2161802.0,8229.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,59.0,1924148.0,7498.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,54.0,1966644.0,8045.999999999999,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,61.0,1858217.0,6738.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,64.0,1887283.0,6705.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33529,LA TESTE DE BUCH,196.0,2266493.0,8843.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,GIRONDE,33529,LA TESTE DE BUCH,195.0,2309321.0,9374.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,GIRONDE,33529,LA TESTE DE BUCH,234.0,2280975.0,9896.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33529,LA TESTE DE BUCH,282.0,2280552.0,9076.0,ificom-2022.xlsx,2022
LES-HAUTS-DE-FRANCE,NORD,59328,LAMBERSART,60.0,2364093.0,9423.0,ificom-2019.xls,2019
LES-HAUTS-DE-FRANCE,NORD,59328,LAMBERSART,70.0,2458088.0,9225.0,ificom-2020.xlsx,2020
LES-HAUTS-DE-FRANCE,NORD,59328,LAMBERSART,89.0,2424694.0,9942.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59328,LAMBERSART,92.0,2360265.0,9299.0,ificom-2022.xlsx,2022
PAYS DE LA LOIRE,MAYENNE,53130,LAVAL,66.0,2479986.0,11821.0,ificom-2019.xls,2019
PAYS DE LA LOIRE,MAYENNE,53130,LAVAL,67.0,2446329.0,10555.0,ificom-2020.xlsx,2020
PAYS DE LA LOIRE,MAYENNE,53130,LAVAL,71.0,2347022.0,9974.0,ificom-2021.xlsx,2021
PAYS DE LA LOIRE,MAYENNE,53130,LAVAL,80.0,2396354.0,10426.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33069,LE BOUSCAT,181.0,2426451.0,11318.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,GIRONDE,33069,LE BOUSCAT,197.0,2468063.0,11565.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,GIRONDE,33069,LE BOUSCAT,215.0,2451929.0,11819.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33069,LE BOUSCAT,259.0,2410045.0,11182.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06030,LE CANNET,162.0,2317615.0,9959.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06030,LE CANNET,158.0,2306599.0,9993.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06030,LE CANNET,156.0,2485858.0,11856.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06030,LE CANNET,158.0,2478350.0,11687.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,YVELINES,78158,LE CHESNAY-ROCQUENCOURT,271.0,1957630.0,6340.0,ificom-2019.xls,2019
ILE-DE-FRANCE,YVELINES,78158,LE CHESNAY-ROCQUENCOURT,320.0,2043637.0,7073.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,YVELINES,78158,LE CHESNAY-ROCQUENCOURT,355.0,2140067.0,7867.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,YVELINES,78158,LE CHESNAY-ROCQUENCOURT,379.0,2146550.0,7995.0,ificom-2022.xlsx,2022
GUADELOUPE,GUADELOUPE,97113,LE GOSIER,57.0,3260706.0,16404.0,ificom-2022.xlsx,2022
NORMANDIE,SEINE-MARITIME,76351,LE HAVRE,103.0,2202851.0,9551.0,ificom-2019.xls,2019
NORMANDIE,SEINE-MARITIME,76351,LE HAVRE,96.0,2184636.0,9070.0,ificom-2020.xlsx,2020
NORMANDIE,SEINE-MARITIME,76351,LE HAVRE,112.0,2192983.0,9209.0,ificom-2021.xlsx,2021
NORMANDIE,SEINE-MARITIME,76351,LE HAVRE,118.0,2164953.0,8925.0,ificom-2022.xlsx,2022
PAYS DE LA LOIRE,SARTHE,72181,LE MANS,155.0,2120569.0,8326.0,ificom-2019.xls,2019
PAYS DE LA LOIRE,SARTHE,72181,LE MANS,158.0,2173667.0,8726.0,ificom-2020.xlsx,2020
PAYS DE LA LOIRE,SARTHE,72181,LE MANS,163.0,2218842.0,9019.0,ificom-2021.xlsx,2021
PAYS DE LA LOIRE,SARTHE,72181,LE MANS,173.0,2216505.0,9133.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94058,LE PERREUX SUR MARNE,176.0,2164142.0,8402.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94058,LE PERREUX SUR MARNE,173.0,2113725.0,7758.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94058,LE PERREUX SUR MARNE,195.0,2162983.0,8636.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94058,LE PERREUX SUR MARNE,203.0,2158288.0,8492.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,61.0,2099971.0,7346.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,70.0,2154687.0,7935.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,71.0,2219919.0,8732.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,75.0,2201628.0,8423.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93045,LES LILAS,51.0,2027136.0,7320.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93045,LES LILAS,53.0,1939892.0,6790.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93045,LES LILAS,58.0,2470766.0,13988.0,ificom-2022.xlsx,2022
PAYS DE LA LOIRE,VENDEE,85194,LES SABLES D'OLONNE,125.0,2135252.0,8815.0,ificom-2019.xls,2019
PAYS DE LA LOIRE,VENDEE,85194,LES SABLES D'OLONNE,131.0,2167100.0,9101.0,ificom-2020.xlsx,2020
PAYS DE LA LOIRE,VENDEE,85194,LES SABLES D'OLONNE,151.0,2188586.0,9142.0,ificom-2021.xlsx,2021
PAYS DE LA LOIRE,VENDEE,85194,LES SABLES D'OLONNE,193.0,2118891.0,8533.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,593.0,2301775.0,9777.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,633.0,2316840.0,9453.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,674.0,2337482.0,9485.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,732.0,2332997.0,9423.0,ificom-2022.xlsx,2022
LES-HAUTS-DE-FRANCE,NORD,59350,LILLE,283.0,2367618.0,9904.0,ificom-2019.xls,2019
LES-HAUTS-DE-FRANCE,NORD,59350,LILLE,304.0,2389999.0,10621.0,ificom-2020.xlsx,2020
LES-HAUTS-DE-FRANCE,NORD,59350,LILLE,325.0,2256665.0,8556.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59350,LILLE,366.0,2406814.0,9731.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,HAUTE-VIENNE,87085,LIMOGES,131.0,2285481.0,9985.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,HAUTE-VIENNE,87085,LIMOGES,139.0,2287185.0,9998.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,HAUTE-VIENNE,87085,LIMOGES,138.0,2373323.0,11236.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,HAUTE-VIENNE,87085,LIMOGES,149.0,2314909.0,10543.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94046,MAISONS-ALFORT,110.0,2081845.0,7917.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94046,MAISONS-ALFORT,118.0,2113140.0,8178.000000000001,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94046,MAISONS-ALFORT,126.0,2146757.0,8447.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94046,MAISONS-ALFORT,136.0,2163052.0,8631.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,YVELINES,78358,MAISONS-LAFFITTE,231.0,2038385.0,7143.0,ificom-2019.xls,2019
ILE-DE-FRANCE,YVELINES,78358,MAISONS-LAFFITTE,240.0,2142351.0,8090.999999999999,ificom-2020.xlsx,2020
ILE-DE-FRANCE,YVELINES,78358,MAISONS-LAFFITTE,257.0,2136473.0,8198.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,YVELINES,78358,MAISONS-LAFFITTE,301.0,2131771.0,8021.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,62.0,2336846.0,9058.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,67.0,2263465.0,8779.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,80.0,2330760.0,9330.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,88.0,2339674.0,9523.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06079,MANDELIEU LA NAPOULE,127.0,2395674.0,12211.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06079,MANDELIEU LA NAPOULE,116.0,2493737.0,13506.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06079,MANDELIEU LA NAPOULE,119.0,2624613.0,15158.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06079,MANDELIEU LA NAPOULE,135.0,2583542.0,14558.0,ificom-2022.xlsx,2022
LES-HAUTS-DE-FRANCE,NORD,59378,MARCQ EN BAROEUL,227.0,2346145.0,8927.0,ificom-2019.xls,2019
LES-HAUTS-DE-FRANCE,NORD,59378,MARCQ EN BAROEUL,228.0,2388338.0,8570.0,ificom-2020.xlsx,2020
LES-HAUTS-DE-FRANCE,NORD,59378,MARCQ EN BAROEUL,248.0,2361357.0,8036.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59378,MARCQ EN BAROEUL,288.0,2319071.0,8630.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,SEINE-ET-MARNE,77284,MEAUX,53.0,2100117.0,7635.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,SEINE-ET-MARNE,77284,MEAUX,59.0,2080362.0,7457.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,SEINE-ET-MARNE,77284,MEAUX,61.0,2127553.0,7920.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06083,MENTON,90.0,1832887.0,5801.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06083,MENTON,86.0,1845684.0,6238.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06083,MENTON,97.0,2028443.0,6979.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06083,MENTON,93.0,2086052.0,8343.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33281,MERIGNAC,145.0,2145902.0,9426.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,GIRONDE,33281,MERIGNAC,152.0,2139603.0,8930.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,GIRONDE,33281,MERIGNAC,165.0,2257744.0,9734.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33281,MERIGNAC,177.0,2204196.0,9551.0,ificom-2022.xlsx,2022
GRAND-EST,MOSELLE,57463,METZ,131.0,2142112.0,8509.0,ificom-2019.xls,2019
GRAND-EST,MOSELLE,57463,METZ,129.0,2175512.0,8769.0,ificom-2020.xlsx,2020
GRAND-EST,MOSELLE,57463,METZ,131.0,2288340.0,9985.0,ificom-2021.xlsx,2021
GRAND-EST,MOSELLE,57463,METZ,134.0,2280630.0,9379.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,360.0,2104584.0,7519.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,379.0,2118038.0,7706.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,412.0,2105975.0,7404.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,467.0,2116213.0,7413.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06900,MONACO,612.0,3574723.0,23934.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06900,MONACO,647.0,3607926.0,24817.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06900,MONACO,694.0,3821046.0,27026.0,ificom-2021.xlsx,2021
OCCITANIE,TARN-ET-GARONNE,82121,MONTAUBAN,70.0,1940250.0,6901.0,ificom-2019.xls,2019
OCCITANIE,TARN-ET-GARONNE,82121,MONTAUBAN,70.0,1970725.0,7169.0,ificom-2020.xlsx,2020
OCCITANIE,TARN-ET-GARONNE,82121,MONTAUBAN,77.0,1976514.0,7066.0,ificom-2021.xlsx,2021
OCCITANIE,TARN-ET-GARONNE,82121,MONTAUBAN,78.0,2114443.0,8140.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,DROME,26198,MONTELIMAR,53.0,2052084.0,7850.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,DROME,26198,MONTELIMAR,61.0,2198308.0,9430.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,ESSONNE,91421,MONTGERON,58.0,2314293.0,10561.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,ESSONNE,91421,MONTGERON,62.0,2442476.0,11803.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-D'OISE,95428,MONTMORENCY,118.0,2319776.0,9963.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-D'OISE,95428,MONTMORENCY,117.0,2353003.0,11105.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-D'OISE,95428,MONTMORENCY,122.0,2405212.0,10699.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-D'OISE,95428,MONTMORENCY,137.0,2368405.0,10204.0,ificom-2022.xlsx,2022
OCCITANIE,HERAULT,34172,MONTPELLIER,440.0,2107945.0,8238.0,ificom-2019.xls,2019
OCCITANIE,HERAULT,34172,MONTPELLIER,433.0,2289473.0,8819.0,ificom-2020.xlsx,2020
OCCITANIE,HERAULT,34172,MONTPELLIER,470.0,2149149.0,8448.0,ificom-2021.xlsx,2021
OCCITANIE,HERAULT,34172,MONTPELLIER,481.0,2198533.0,9275.0,ificom-2022.xlsx,2022
