Region,Department,Commune_Code_INSEE,City,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,87.0,2009584.0,6921.0,ificom-2019.xls,2019
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,102.0,1958129.0,7102.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,115.0,2006194.0,7331.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,134.0,1966861.0,7117.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,179.0,2194745.0,9744.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,198.0,2143076.0,9341.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,221.0,2166077.0,9359.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,246.0,2152624.0,9205.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06085,MOUGINS,269.0,2274836.0,10156.0,ificom-2022.xlsx,2022
GRAND-EST,HAUT-RHIN,68224,MULHOUSE,84.0,2240180.0,9768.0,ificom-2019.xls,2019
GRAND-EST,HAUT-RHIN,68224,MULHOUSE,81.0,2249483.0,9727.0,ificom-2020.xlsx,2020
GRAND-EST,HAUT-RHIN,68224,MULHOUSE,84.0,2275915.0,9669.0,ificom-2021.xlsx,2021
GRAND-EST,HAUT-RHIN,68224,MULHOUSE,90.0,2317745.0,10136.0,ificom-2022.xlsx,2022
GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,184.0,2314728.0,8874.0,ificom-2019.xls,2019
GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,187.0,2374111.0,11623.0,ificom-2020.xlsx,2020
GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,196.0,2394349.0,9595.0,ificom-2021.xlsx,2021
GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,210.0,2406796.0,9761.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,93.0,2105610.0,8334.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,98.0,2119191.0,8468.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,100.0,2084585.0,8144.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,110.0,2167359.0,8826.0,ificom-2022.xlsx,2022
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44109,NANTES,842.0,2206265.0,9026.0,ificom-2019.xls,2019
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44109,NANTES,897.0,2264963.0,9383.0,ificom-2020.xlsx,2020
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44109,NANTES,985.0,2263115.0,9294.0,ificom-2021.xlsx,2021
OCCITANIE,AUDE,11262,NARBONNE,52.0,1966821.0,7355.0,ificom-2019.xls,2019
OCCITANIE,AUDE,11262,NARBONNE,52.0,2002954.0,7671.0,ificom-2020.xlsx,2020
OCCITANIE,AUDE,11262,NARBONNE,61.0,2038151.0,8112.0,ificom-2021.xlsx,2021
OCCITANIE,AUDE,11262,NARBONNE,67.0,2057986.0,8138.0,ificom-2022.xlsx,2022
OCCITANIE,GARD,30189,NIMES,209.0,2004702.0,7771.0,ificom-2019.xls,2019
OCCITANIE,GARD,30189,NIMES,207.0,2071124.9999999998,8384.0,ificom-2020.xlsx,2020
OCCITANIE,GARD,30189,NIMES,217.0,2145679.0,8911.0,ificom-2021.xlsx,2021
OCCITANIE,GARD,30189,NIMES,237.0,2192135.0,9472.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,DEUX-SEVRES,79191,NIORT,52.0,2256245.0,10203.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,DEUX-SEVRES,79191,NIORT,51.0,2266692.0,10292.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,DEUX-SEVRES,79191,NIORT,54.0,2211150.0,9419.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,DEUX-SEVRES,79191,NIORT,56.0,2119336.0,7370.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94052,NOGENT SUR MARNE,312.0,2801745.0,8373.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94052,NOGENT SUR MARNE,314.0,2845109.0,8549.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94052,NOGENT SUR MARNE,313.0,2945152.0,9252.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94052,NOGENT SUR MARNE,338.0,2877186.0,9524.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93051,NOISY LE GRAND,59.0,2293357.0,9331.0,ificom-2019.xls,2019
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93051,NOISY LE GRAND,60.0,2355900.0,10328.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93051,NOISY LE GRAND,60.0,2322390.0,10276.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93051,NOISY LE GRAND,64.0,2351088.0,9794.0,ificom-2022.xlsx,2022
CENTRE-VAL DE LOIRE,LOIRET,45232,OLIVET,51.0,2350296.0,10761.0,ificom-2021.xlsx,2021
CENTRE-VAL DE LOIRE,LOIRET,45232,OLIVET,55.0,2489825.0,11836.0,ificom-2022.xlsx,2022
CENTRE-VAL DE LOIRE,LOIRET,45234,ORLEANS,148.0,2280243.0,9592.0,ificom-2019.xls,2019
CENTRE-VAL DE LOIRE,LOIRET,45234,ORLEANS,141.0,2347640.0,9885.0,ificom-2020.xlsx,2020
CENTRE-VAL DE LOIRE,LOIRET,45234,ORLEANS,154.0,2278514.0,9334.0,ificom-2021.xlsx,2021
CENTRE-VAL DE LOIRE,LOIRET,45234,ORLEANS,176.0,2291263.0,9533.0,ificom-2022.xlsx,2022
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44114,ORVAULT,51.0,1880747.0,5680.0,ificom-2019.xls,2019
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44114,ORVAULT,57.0,1891902.0,6495.0,ificom-2020.xlsx,2020
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44114,ORVAULT,62.0,2021138.0,7518.0,ificom-2021.xlsx,2021
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44114,ORVAULT,73.0,2029909.0,7528.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,51.0,3234389.0,14644.0,ificom-2019.xls,2019
ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,55.0,3043483.0,11759.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,65.0,2930254.0,10310.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,76.0,2782407.0,9944.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,PARIS,75110,PARIS 10e,530.0,2166497.0,8407.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75110,PARIS 10e,593.0,2143113.0,8192.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,PARIS,75110,PARIS 10e,637.0,2178027.0,8359.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,PARIS,75110,PARIS 10e,714.0,2183052.0,8458.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,PARIS,75113,PARIS 13e,936.0,2156244.0,8602.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75118,PARIS 18e,799.0,2465575.0,11154.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75118,PARIS 18e,823.0,2598371.0,11427.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,PARIS,75118,PARIS 18e,875.0,2521034.0,11273.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,PARIS,75118,PARIS 18e,948.0,2547934.0,11627.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,PARIS,75119,PARIS 19e,471.0,2226403.0,8683.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75119,PARIS 19e,498.0,2258958.0,8891.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,PARIS,75119,PARIS 19e,541.0,2275077.0,8813.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,PARIS,75119,PARIS 19e,594.0,2385687.0,9972.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,PARIS,75101,PARIS 1er,517.0,2755940.0,13402.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75101,PARIS 1er,539.0,2805955.0,13503.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,PARIS,75101,PARIS 1er,572.0,2847199.0,13625.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,PARIS,75101,PARIS 1er,589.0,2832589.0,14142.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,PARIS,75120,PARIS 20e,469.0,2092449.0,8136.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75120,PARIS 20e,510.0,2155114.0,8655.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,PARIS,75120,PARIS 20e,556.0,2222816.0,8489.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,PARIS,75120,PARIS 20e,599.0,2216894.0,8527.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,PARIS,75102,PARIS 2e,303.0,2361067.0,10649.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75102,PARIS 2e,310.0,2393482.0,10928.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,PARIS,75102,PARIS 2e,344.0,2357418.0,10614.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,PARIS,75102,PARIS 2e,385.0,2473198.0,11162.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,PARIS,75103,PARIS 3e,742.0,2531358.0,12101.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75103,PARIS 3e,778.0,2552963.0,12493.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,PARIS,75103,PARIS 3e,848.0,2601499.0,12215.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,PARIS,75103,PARIS 3e,887.0,2653122.0,13157.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,PARIS,75104,PARIS 4e,836.0,2761867.0,13712.0,ificom-2019.xls,2019
ILE-DE-FRANCE,PARIS,75104,PARIS 4e,872.0,2757815.0,13092.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,PARIS,75104,PARIS 4e,924.0,2813386.0,14092.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,PARIS,75104,PARIS 4e,954.0,2831332.0,14004.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,100.0,1868959.0,6301.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,112.0,1895825.0,6563.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,109.0,2012327.0,7221.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,117.0,2086255.0,7608.0,ificom-2022.xlsx,2022
OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN,133.0,2096482.0,8602.0,ificom-2019.xls,2019
OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN,128.0,2137267.0,8836.0,ificom-2020.xlsx,2020
OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN,131.0,2199415.0,9303.0,ificom-2021.xlsx,2021
OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN,136.0,2203538.0,9390.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC,109.0,1935728.0,6363.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC,118.0,2078917.9999999998,7077.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC,121.0,2198055.0,8304.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC,132.0,2229603.0,8621.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,94.0,1969541.0,7114.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,88.0,2020657.0,7501.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,99.0,1987967.0,7268.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,103.0,2018790.0,7477.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,121.0,2115114.0,8564.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,134.0,2121506.0,8477.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,143.0,2128067.0,8470.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,160.0,2236466.0,9574.0,ificom-2022.xlsx,2022
BRETAGNE,FINISTERE,29232,QUIMPER,53.0,2334000.0,10441.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET,84.0,2043989.0,7759.0,ificom-2019.xls,2019
ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET,80.0,2105455.0,8385.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET,82.0,2108517.0,7890.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET,91.0,2117592.0,8080.0,ificom-2022.xlsx,2022
GRAND-EST,MARNE,51454,REIMS,243.0,2145815.0,8335.0,ificom-2019.xls,2019
GRAND-EST,MARNE,51454,REIMS,254.0,2083609.0,7917.0,ificom-2020.xlsx,2020
GRAND-EST,MARNE,51454,REIMS,258.0,2157480.0,8544.0,ificom-2021.xlsx,2021
GRAND-EST,MARNE,51454,REIMS,292.0,2203260.0,8888.0,ificom-2022.xlsx,2022
BRETAGNE,ILLE-ET-VILAINE,35238,RENNES,491.0,2394287.0,10633.0,ificom-2019.xls,2019
BRETAGNE,ILLE-ET-VILAINE,35238,RENNES,514.0,2437244.0,11005.0,ificom-2020.xlsx,2020
BRETAGNE,ILLE-ET-VILAINE,35238,RENNES,572.0,2462023.0,11004.0,ificom-2021.xlsx,2021
BRETAGNE,ILLE-ET-VILAINE,35238,RENNES,651.0,2483808.0,11233.0,ificom-2022.xlsx,2022
NORMANDIE,SEINE-MARITIME,76540,ROUEN,158.0,2102109.0,8472.0,ificom-2019.xls,2019
NORMANDIE,SEINE-MARITIME,76540,ROUEN,152.0,2145965.0,8751.0,ificom-2020.xlsx,2020
NORMANDIE,SEINE-MARITIME,76540,ROUEN,166.0,2168910.0,8814.0,ificom-2021.xlsx,2021
NORMANDIE,SEINE-MARITIME,76540,ROUEN,197.0,2156208.0,8387.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,646.0,2145530.0,8067.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,666.0,2145313.0,7956.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,734.0,2193654.0,8267.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,808.0,2244483.0,8509.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,618.0,2395348.0,10151.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,625.0,2421389.0,10363.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,659.0,2414712.0,10438.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,710.0,2444826.0,10728.0,ificom-2022.xlsx,2022
LA REUNION,LA REUNION,97411,SAINT DENIS,291.0,2324532.0,10569.0,ificom-2019.xls,2019
LA REUNION,LA REUNION,97411,SAINT DENIS,293.0,2383615.0,11004.0,ificom-2020.xlsx,2020
LA REUNION,LA REUNION,97411,SAINT DENIS,292.0,2488467.0,11464.0,ificom-2021.xlsx,2021
LA REUNION,LA REUNION,97411,SAINT DENIS,309.0,2448651.0,10902.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE,83.0,1895126.0,6012.0,ificom-2019.xls,2019
AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE,78.0,1888188.0,6107.0,ificom-2020.xlsx,2020
AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE,78.0,2041352.0,7594.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE,77.0,2037480.0,7431.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR,87.0,2188938.0,9157.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR,82.0,2140158.0,8355.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR,84.0,2259076.0,9356.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR,87.0,2342226.0,10307.0,ificom-2022.xlsx,2022
BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO,148.0,2260030.0,10314.0,ificom-2019.xls,2019
BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO,175.0,2206337.0,9449.0,ificom-2020.xlsx,2020
BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO,197.0,2218192.0,9596.0,ificom-2021.xlsx,2021
BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO,238.0,2260465.0,9930.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE,401.0,2466876.0,11607.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE,419.0,2495415.0,10864.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE,436.0,2466345.0,11091.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE,455.0,2447837.0,10832.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES,682.0,2208193.0,9262.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES,668.0,2207442.0,8997.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES,744.0,2226866.0,9098.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES,805.0,2249083.0,9264.0,ificom-2022.xlsx,2022
LA REUNION,LA REUNION,97415,SAINT PAUL,174.0,2161052.0,9064.0,ificom-2019.xls,2019
LA REUNION,LA REUNION,97415,SAINT PAUL,175.0,2144491.0,8940.0,ificom-2020.xlsx,2020
LA REUNION,LA REUNION,97415,SAINT PAUL,186.0,2207109.0,9516.0,ificom-2021.xlsx,2021
LA REUNION,LA REUNION,97415,SAINT PAUL,208.0,2205636.0,9531.0,ificom-2022.xlsx,2022
LA REUNION,LA REUNION,97416,SAINT PIERRE,108.0,2495870.0,12228.0,ificom-2019.xls,2019
LA REUNION,LA REUNION,97416,SAINT PIERRE,111.0,2385917.0,11002.0,ificom-2020.xlsx,2020
LA REUNION,LA REUNION,97416,SAINT PIERRE,115.0,2437165.0,11334.0,ificom-2021.xlsx,2021
LA REUNION,LA REUNION,97416,SAINT PIERRE,119.0,2383185.0,10730.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,63.0,2086475.0,7987.0,ificom-2019.xls,2019
AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,63.0,2131247.0,7620.0,ificom-2020.xlsx,2020
AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,68.0,2191812.0,7998.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,78.0,2178521.0,8276.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE,514.0,2196506.0,8199.0,ificom-2019.xls,2019
ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE,612.0,2183282.0,7928.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE,651.0,2213228.0,8133.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE,688.0,2246020.0,8564.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES,52.0,2105352.0,8445.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES,52.0,2165972.0,8293.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES,51.0,2251278.0,8852.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES,58.0,2248769.0,9611.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL,291.0,2152180.0,8804.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL,302.0,2191693.0,9322.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL,325.0,2178550.0,8901.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL,362.0,2146528.0,8610.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE,56.0,2016610.0,8472.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE,57.0,2137781.0,8241.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE,64.0,2217714.0,8902.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE,68.0,2243553.0,9623.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92071,SCEAUX,403.0,2240038.0,8937.0,ificom-2022.xlsx,2022
OCCITANIE,HERAULT,34301,SETE,95.0,1988436.0,7271.0,ificom-2019.xls,2019
OCCITANIE,HERAULT,34301,SETE,100.0,2015683.9999999998,7706.0,ificom-2020.xlsx,2020
OCCITANIE,HERAULT,34301,SETE,97.0,2052067.0,8022.0,ificom-2021.xlsx,2021
OCCITANIE,HERAULT,34301,SETE,116.0,2075251.0,8080.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,252.0,2039924.0,7388.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,261.0,2091828.0,7787.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,298.0,2068322.0,7585.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,333.0,2134555.0,8225.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES,108.0,2063007.0,7736.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES,107.0,2097259.0,8164.999999999999,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES,120.0,2086954.0,7992.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES,137.0,2100343.0,8070.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-D'OISE,95555,ST GRATIEN,52.0,2101699.0,8347.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-D'OISE,95555,ST GRATIEN,60.0,2026099.0,7446.0,ificom-2022.xlsx,2022
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44184,ST NAZAIRE,62.0,2160818.0,8746.0,ificom-2021.xlsx,2021
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44184,ST NAZAIRE,71.0,2284011.0,9248.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,171.0,2209627.0,8766.0,ificom-2019.xls,2019
AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,170.0,2285840.0,9486.0,ificom-2020.xlsx,2020
AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,189.0,2252613.0,9028.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,210.0,2307658.0,9841.0,ificom-2022.xlsx,2022
GRAND-EST,BAS-RHIN,67482,STRASBOURG,647.0,2319361.0,9763.0,ificom-2019.xls,2019
GRAND-EST,BAS-RHIN,67482,STRASBOURG,655.0,2399379.0,10165.0,ificom-2020.xlsx,2020
GRAND-EST,BAS-RHIN,67482,STRASBOURG,711.0,2376319.0,9950.0,ificom-2021.xlsx,2021
GRAND-EST,BAS-RHIN,67482,STRASBOURG,772.0,2428332.0,10243.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE,60.0,1954347.0,6987.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE,60.0,2043044.0,7684.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE,66.0,2030079.0,7283.0,ificom-2021.xlsx,2021
