,Commune_Code_INSEE,Year,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro
145,83118,2022,362.0,2146528.0,8610.0
705,13103,2019,56.0,2016610.0,8472.0
593,13103,2020,57.0,2137781.0,8241.0
229,13103,2021,64.0,2217714.0,8902.0
99,13103,2022,68.0,2243553.0,9623.0
100,92071,2022,403.0,2240038.0,8937.0
761,34301,2019,95.0,1988436.0,7271.0
566,34301,2020,100.0,2015683.9999999998,7706.0
259,34301,2021,97.0,2052067.0,8022.0
178,34301,2022,116.0,2075251.0,8080.0
751,92072,2019,252.0,2039924.0,7388.0
473,92072,2020,261.0,2091828.0,7787.0
385,92072,2021,298.0,2068322.0,7585.0
149,92072,2022,333.0,2134555.0,8225.0
739,83129,2019,108.0,2063007.0,7736.0
600,83129,2020,107.0,2097259.0,8164.999999999999
349,83129,2021,120.0,2086954.0,7992.0
170,83129,2022,137.0,2100343.0,8070.0
408,95555,2021,52.0,2101699.0,8347.0
195,95555,2022,60.0,2026099.0,7446.0
267,44184,2021,62.0,2160818.0,8746.0
78,44184,2022,71.0,2284011.0,9248.0
691,69202,2019,171.0,2209627.0,8766.0
422,69202,2020,170.0,2285840.0,9486.0
301,69202,2021,189.0,2252613.0,9028.0
67,69202,2022,210.0,2307658.0,9841.0
649,67482,2019,647.0,2319361.0,9763.0
439,67482,2020,655.0,2399379.0,10165.0
295,67482,2021,711.0,2376319.0,9950.0
36,67482,2022,772.0,2428332.0,10243.0
774,94071,2019,60.0,1954347.0,6987.0
512,94071,2020,60.0,2043044.0,7684.0
404,94071,2021,66.0,2030079.0,7283.0
172,94071,2022,73.0,2099084.0,8074.0
770,92073,2019,246.0,2030228.0,7091.0
474,92073,2020,262.0,2034503.0,7113.0
386,92073,2021,290.0,2057632.0,7451.0
168,92073,2022,325.0,2104393.0,7773.0
711,33522,2019,83.0,2080981.0,8386.0
550,33522,2020,88.0,2183650.0,8684.0
253,33522,2021,96.0,2153829.0,8813.0
104,33522,2022,107.0,2230194.0,9679.0
682,97422,2019,93.0,2145837.0,8875.0
526,97422,2020,93.0,2143365.0,8852.0
412,97422,2021,100.0,2115447.0,8301.0
30,97422,2022,95.0,2450843.0,11759.0
726,69244,2019,110.0,2124329.0,8085.0
424,69244,2020,108.0,2151524.0,7976.0
303,69244,2021,126.0,2191385.0,8551.0
123,69244,2022,142.0,2190777.0,8590.0
775,57672,2019,63.0,1935286.0,6985.0
445,57672,2020,60.0,2020480.0,7745.0
277,57672,2021,62.0,2034484.0,7826.0
70,57672,2022,67.0,2295044.0,10839.0
703,74281,2019,88.0,2112336.0,8487.0
415,74281,2020,90.0,2140392.0,8866.0
309,74281,2021,94.0,2182223.0,9198.0
154,74281,2022,102.0,2127144.0,8641.0
677,83137,2019,243.0,2131695.0,8951.0
601,83137,2020,241.0,2200455.0,9547.0
350,83137,2021,249.0,2165575.0,8717.0
111,83137,2022,257.0,2208321.0,8917.0
684,31557,2019,61.0,2213884.0,8848.0
561,31557,2020,59.0,2135008.0,8366.0
244,31557,2021,66.0,2292439.0,9084.0
65,31557,2022,72.0,2312984.0,9890.0
738,37261,2019,176.0,2068887.0,7743.0
435,37261,2020,181.0,2106683.0,8074.999999999999
262,37261,2021,203.0,2128313.0,8278.0
173,37261,2022,232.0,2096669.0,7992.0
222,10387,2021,52.0,2536332.0,12912.0
18,10387,2022,54.0,2521151.0,13016.0
634,26362,2019,61.0,2458973.0,10270.0
413,26362,2020,61.0,2405157.0,9202.0
237,26362,2021,68.0,2460955.0,9773.0
20,26362,2022,76.0,2511479.0,10671.0
733,06155,2019,168.0,2065740.0,7908.0
586,06155,2020,164.0,2119382.0,8364.0
220,06155,2021,157.0,2262527.0,8849.0
106,06155,2022,161.0,2228119.0,9454.0
763,56260,2019,145.0,1977304.0,7194.0
433,56260,2020,145.0,2038408.0,7929.0
275,56260,2021,188.0,2021611.0,7677.0
200,56260,2022,231.0,1986573.0,7523.0
747,92075,2019,149.0,2052514.0,7509.0
475,92075,2020,148.0,2025535.9999999998,7491.0
387,92075,2021,153.0,2070197.0,7700.0
156,92075,2022,170.0,2124748.0,8415.0
736,44215,2019,52.0,2028753.0,7761.0
572,44215,2020,62.0,2017899.0,7912.0
268,44215,2021,71.0,2052008.0,7203.0
186,44215,2022,78.0,2050243.0,7328.0
147,94076,2022,54.0,2140874.0,8892.0
645,93077,2019,55.0,2240805.0,9872.0
500,93077,2020,53.0,2384303.0,11006.0
392,93077,2021,53.0,2305022.0,9791.0
743,59009,2019,103.0,2088373.0,7670.0
527,59009,2020,109.0,2352335.0,7018.0
278,59009,2021,119.0,1943706.0,5461.0
203,59009,2022,136.0,1969385.0,6135.0
767,69266,2019,73.0,1972216.0,7135.0
425,69266,2020,89.0,2047425.0,7667.0
304,69266,2021,96.0,2076969.0,7655.0
89,69266,2022,89.0,2261237.0,9103.0
732,94080,2019,429.0,2120055.0,7908.0
513,94080,2020,446.0,2155274.0,8278.0
405,94080,2021,470.0,2151686.0,8030.0
134,94080,2022,522.0,2163228.0,8143.0
722,94081,2019,56.0,2060675.0,8164.0
514,94081,2020,53.0,2099996.0,8661.0
406,94081,2021,51.0,2111767.0,8756.0
143,94081,2022,53.0,2147960.0,9237.0
646,59646,2019,74.0,2266876.0,9860.0
534,59646,2020,71.0,2124288.0,7591.0
285,59646,2021,75.0,2120453.0,7619.0
146,59646,2022,87.0,2145642.0,8167.0
