,Commune_Code_INSEE,Year,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro
163,92048,2022,0.44539614561027835,0.1425067109823711,0.0905170415024345
603,06900,2019,0.600642398286938,0.8761049795313153,0.8566195223742175
587,06900,2020,0.6381156316916489,0.8928053540989428,0.8975654996522142
221,06900,2021,0.6884368308351179,1.0,1.0
778,82121,2019,0.020342612419700222,0.05400121418860371,0.06677486668212379
569,82121,2020,0.020342612419700222,0.06932946509811344,0.07920241131463018
343,82121,2021,0.027837259100642393,0.0722412040485696,0.07442615348945048
164,82121,2022,0.02890792291220557,0.14161644013381236,0.12422907488986784
236,26198,2021,0.0021413276231263406,0.1102512424811094,0.11078135868305122
119,26198,2022,0.010706638115631696,0.18379868008544598,0.18404822629260376
358,91421,2021,0.007494646680942185,0.24213656956008045,0.23649431949918848
34,91421,2022,0.01177730192719486,0.3066097832215634,0.2940876420125203
641,95428,2019,0.07173447537473235,0.24489439727909101,0.2087642012520287
515,95428,2020,0.07066381156316917,0.2616068433158515,0.26172038024576855
407,95428,2021,0.07601713062098503,0.28786681548105564,0.24289357755622537
49,95428,2022,0.09207708779443255,0.2693537086319556,0.21993971713424532
720,34172,2019,0.4164882226980728,0.13834808986605196,0.12877347553906793
565,34172,2020,0.4089935760171306,0.22965265856503436,0.15571527938789703
258,34172,2021,0.4486081370449679,0.15907279045589406,0.13851147693021099
118,34172,2022,0.4603854389721627,0.1839118501085678,0.17686065383723626
777,93048,2019,0.038543897216274096,0.08887468255808517,0.06770229538604217
498,93048,2020,0.05460385438972163,0.06299395571480959,0.07609552515650359
390,93048,2021,0.06852248394004284,0.0871695875430486,0.0867145838163691
204,93048,2022,0.08886509635974305,0.06738595856770013,0.0767910966844424
650,92049,2019,0.13704496788008566,0.18200656989707575,0.1986088569441224
466,92049,2020,0.1573875802997859,0.15601820578736414,0.17992116856016693
378,92049,2021,0.18201284796573877,0.16758720001770488,0.18075585439369346
142,92049,2022,0.20877944325481798,0.16082063859077678,0.1736146533735219
83,06085,2022,0.2334047109207709,0.22229057132754482,0.21771388824484117
648,68224,2019,0.03533190578158458,0.20485936989948994,0.19972177138882447
441,68224,2020,0.032119914346895075,0.20953857312216984,0.1978205425457918
297,68224,2021,0.03533190578158458,0.22283328446064943,0.19513099930442845
60,68224,2022,0.0417558886509636,0.24387284920371066,0.2167864595409228
683,54395,2019,0.14239828693790152,0.24235536493811616,0.1582657083236726
443,54395,2020,0.14561027837259102,0.27222370041832666,0.2857407836772548
274,54395,2021,0.15524625267665954,0.28240296676473065,0.19169951309993044
40,54395,2022,0.1702355460385439,0.2886635324438337,0.19939717134245305
715,92050,2019,0.044967880085653104,0.13717363651498704,0.13322513331787617
467,92050,2020,0.05032119914346895,0.14400457911062448,0.13943890563412936
379,92050,2021,0.05246252676659529,0.12659852657659687,0.12441456063065148
130,92050,2022,0.06316916488222699,0.16823201766055929,0.15603987943426845
676,44109,2019,0.8468950749464669,0.1878008750809167,0.16531416647345232
570,44109,2020,0.9057815845824412,0.21732467071295603,0.18186876883839553
265,44109,2021,1.0,0.216395167589715,0.1777417111059587
755,11262,2019,0.0010706638115631703,0.06736583945247843,0.08782749826107117
558,11262,2020,0.0010706638115631703,0.0855399392100934,0.10248087178298165
223,11262,2021,0.010706638115631696,0.10324325167152126,0.12293067470438207
184,11262,2022,0.017130620985010704,0.11321981793206681,0.12413633201947599
735,30189,2019,0.16916488222698076,0.08641914454528032,0.10711801530257359
559,30189,2020,0.1670235546038544,0.11982844430450468,0.13554370507767216
242,30189,2021,0.1777301927194861,0.1573274572104143,0.15998145142592163
120,30189,2022,0.1991434689507495,0.18069379762886173,0.18599582657083236
635,79191,2019,0.0010706638115631703,0.2129397095503932,0.2198933456990494
543,79191,2020,0.0,0.21819431946841272,0.22402040343148621
340,79191,2021,0.003211991434689511,0.19025792202736314,0.18353814050544864
159,79191,2022,0.005353319057815845,0.14407751090330312,0.08852306978900998
712,94052,2019,0.27944325481798715,0.4873141433859164,0.13503361929051705
508,94052,2020,0.2815845824411135,0.5091252761977286,0.14319499188499885
400,94052,2021,0.28051391862955033,0.5594446923007669,0.1757941108277301
8,94052,2022,0.30728051391862954,0.5252592976718663,0.18840714120102015
665,93051,2019,0.008565310492505356,0.23160622465305847,0.17945745420820775
499,93051,2020,0.009635974304068519,0.263063970235781,0.22568977509853927
391,93051,2021,0.009635974304068519,0.2462091814588271,0.22327846046835148
51,93051,2022,0.0139186295503212,0.2606436406746141,0.2009274287039184
269,45232,2021,0.0,0.26024528219322496,0.24576860653837235
21,45232,2022,0.004282655246252674,0.3304252828873345,0.2956178993739856
653,45234,2019,0.10385438972162742,0.22501017272763402,0.19156039879434267
436,45234,2020,0.09635974304068523,0.25890937294250616,0.205147229306747
270,45234,2021,0.11027837259100642,0.22414052397217732,0.17959656851379546
75,45234,2022,0.13383297644539616,0.23055298897120402,0.1888244841177834
791,44114,2019,0.0,0.024072521362728083,0.010155344307906322
571,44114,2020,0.006423982869379015,0.029683239620171276,0.04794806399258056
266,44114,2021,0.01177730192719486,0.09468608898986453,0.095386042198006
194,44114,2022,0.023554603854389726,0.0990977079800962,0.09584975654996519
610,91477,2019,0.0,0.7049245055350203,0.42582888940412705
448,91477,2020,0.004282655246252674,0.6089030102723173,0.29204729886389985
359,91477,2021,0.014989293361884364,0.5519513278364557,0.22485508926501274
11,91477,2022,0.02676659528907923,0.4775875571320002,0.20788314398330626
709,75110,2019,0.5128479657387581,0.1677984507275324,0.13661024808717825
485,75110,2020,0.5802997858672377,0.15603681596894414,0.12664038952005563
319,75110,2021,0.6274089935760172,0.1735977856901788,0.13438441919777416
124,75110,2022,0.7098501070663812,0.17612524953990094,0.13897519128217017
697,75113,2019,0.9475374732334048,0.1626414185183379,0.14565267795038256
622,75118,2019,0.8008565310492506,0.3182280692841971,0.2639925805703686
493,75118,2020,0.8265524625267667,0.385021519908619,0.27665198237885463
327,75118,2021,0.8822269807280515,0.3461227195611619,0.26951078135868306
16,75118,2022,0.9603854389721629,0.35965282454773495,0.2859262694180385
693,75119,2019,0.44967880085653106,0.19792984363926636,0.149408764201252
494,75119,2020,0.4785867237687366,0.21430428854030292,0.15905402272200325
328,75119,2021,0.524625267665953,0.2224117889967553,0.15543705077672154
45,75119,2022,0.5813704496788009,0.27804617236347806,0.20918154416879203
613,75101,2019,0.4989293361884369,0.4642752415677017,0.36823556689079523
476,75101,2020,0.5224839400428266,0.4894316802629971,0.37291908184558314
310,75101,2021,0.5578158458244112,0.510176499968061,0.37857639693948525
9,75101,2022,0.576017130620985,0.502827993133346,0.4025504289357756
723,75120,2019,0.4475374732334047,0.13055394462917713,0.12404358914908414
495,75120,2020,0.49143468950749464,0.1620730535133258,0.14811036401576627
329,75120,2021,0.5406852248394005,0.19612566198176318,0.14041270577324366
108,75120,2022,0.5867237687366168,0.19314702697319486,0.14217482031068862
625,75102,2019,0.2698072805139186,0.26566285694454017,0.24057500579642938
477,75102,2020,0.2773019271948608,0.28196688494230104,0.2535126362160908
311,75102,2021,0.31370449678800855,0.26382749065844335,0.2389520055645722
25,75102,2022,0.3576017130620985,0.3220622696675669,0.264363552051936
617,75103,2019,0.7398286937901499,0.35131546319987483,0.3079063297009042
478,75103,2020,0.7783725910064241,0.36218230030897935,0.32608393229770455
312,75103,2021,0.8533190578158459,0.38659483471895373,0.313192673313239
14,75103,2022,0.8950749464668095,0.41256006184616034,0.356874565267795
612,75104,2019,0.8404710920770879,0.46725639146567255,0.3826107118015302
479,75104,2020,0.879014989293362,0.4652183250937175,0.35386042198006024
313,75104,2021,0.9346895074946467,0.4931693088933028,0.4002318571759796
10,75104,2022,0.966809421841542,0.502195749937505,0.3961511708787387
784,64445,2019,0.05246252676659529,0.0181434181069019,0.038952005564572234
556,64445,2020,0.06531049250535331,0.03165642184553652,0.05110132158590308
293,64445,2021,0.062098501070663815,0.09025435088441125,0.08161372594481797
175,64445,2022,0.07066381156316917,0.12743849963710152,0.09955947136563875
698,66136,2019,0.0877944325481799,0.13258245442140193,0.14565267795038256
567,66136,2020,0.08244111349036404,0.1530964072792972,0.1565035937862277
294,66136,2021,0.08565310492505354,0.1843554765992056,0.17815905402272197
114,66136,2022,0.0910064239828694,0.18642925440067926,0.18219336888476695
782,33318,2019,0.062098501070663815,0.05172674821279388,0.04182703454671921
548,33318,2020,0.07173447537473235,0.12374815092756652,0.07493623927660559
251,33318,2021,0.07494646680942185,0.18367142668166891,0.1318339902619986
105,33318,2022,0.08672376873661672,0.19953937285699996,0.146533735219105
769,86194,2019,0.04603854389721628,0.068733939287552,0.07665198237885462
557,86194,2020,0.03961456102783726,0.09444415662932404,0.0945977277996754
354,86194,2021,0.051391862955032126,0.07800180971441428,0.0837931833990262
198,86194,2022,0.055674518201284794,0.09350509692635256,0.09348481335497333
699,92062,2019,0.07494646680942185,0.1419539382916558,0.1438905634129376
470,92062,2020,0.08886509635974305,0.1451689729040787,0.13985624855089263
382,92062,2021,0.09850107066381159,0.14846901077831298,0.1395316485045212
101,92062,2022,0.11670235546038546,0.2029913100511579,0.19072571296081614
56,29232,2022,0.0021413276231263406,0.2520487546519167,0.23092974727567817
737,78517,2019,0.03533190578158458,0.1061796365381239,0.10656155808022255
520,78517,2020,0.03104925053533191,0.13709567494350317,0.13559007651286803
337,78517,2021,0.03319057815845825,0.138635793213722,0.11263621609088798
161,78517,2022,0.042826552462526764,0.14320031747963824,0.12144678877811266
714,51454,2019,0.2055674518201285,0.15739586220216795,0.1332715047530721
442,51454,2020,0.21734475374732334,0.12610762016518795,0.11388824484117782
272,51454,2021,0.22162740899357605,0.16326309917868753,0.14296313470901922
115,51454,2022,0.2580299785867238,0.18628942654988856,0.15891490841641548
627,35238,2019,0.4710920770877945,0.282371782136137,0.2398330628332947
431,35238,2020,0.49571734475374735,0.303978202950569,0.25708323672617667
260,35238,2021,0.5578158458244112,0.3164414918525128,0.25703686529098074
23,35238,2022,0.6423982869379016,0.32739886498011483,0.2676559239508463
704,76540,2019,0.1145610278372591,0.13541271095521046,0.13962439137491306
540,76540,2020,0.1081370449678801,0.15747130888424932,0.1525620217945745
331,76540,2021,0.12312633832976447,0.1690121363532796,0.15548342221191747
140,76540,2022,0.1563169164882227,0.16262331131463836,0.13568281938325988
727,92063,2019,0.6370449678800857,0.1572525135062136,0.1208439601205657
471,92063,2020,0.6584582441113491,0.1571433673061361,0.11569673081381865
383,92063,2021,0.7312633832976446,0.18145782102940455,0.13011824715974957
98,92063,2022,0.8104925053533192,0.20702368371946112,0.14134013447716204
637,92064,2019,0.607066381156317,0.28290544166739184,0.21748203106886155
472,92064,2020,0.6145610278372592,0.2960034886545796,0.22731277533039645
384,92064,2021,0.6509635974304069,0.29264510534620214,0.2307906329700904
33,92064,2022,0.7055674518201286,0.3077917812408365,0.244238349176907
628,97411,2019,0.2569593147751606,0.24728656007894745,0.23686529098075582
523,97411,2020,0.25910064239828695,0.27700400219499544,0.25703686529098074
409,97411,2021,0.2580299785867238,0.32974223892555876,0.2783677254811036
31,97411,2022,0.2762312633832976,0.30971567163390856,0.252306978900997
789,42218,2019,0.034261241970021415,0.03130484030703784,0.02555066079295154
417,42218,2020,0.02890792291220557,0.027815179771839227,0.029955947136563854
264,42218,2021,0.02890792291220557,0.10485328386713533,0.09891027127289587
190,42218,2022,0.027837259100642393,0.10290575351367781,0.09135172733596103
670,06123,2019,0.038543897216274096,0.17908577734476971,0.17138882448411774
585,06123,2020,0.03319057815845825,0.15455051633194328,0.13419893345699047
219,06123,2021,0.03533190578158458,0.2143636399302068,0.1806167400881057
53,06123,2022,0.038543897216274096,0.2561862506972531,0.22471597495942497
632,35288,2019,0.10385438972162742,0.21484348082824367,0.22504057500579644
432,35288,2020,0.13276231263383298,0.18783708948831557,0.1849292835613262
261,35288,2021,0.1563169164882227,0.19379989226213812,0.19174588453512637
90,35288,2022,0.20021413276231267,0.21506227620627938,0.20723394389056338
620,94067,2019,0.3747323340471092,0.31888244350678197,0.2849988407141201
510,94067,2020,0.39400428265524623,0.33323692923956283,0.250544864363552
402,94067,2021,0.41220556745182013,0.3186153622522142,0.2610711801530257
32,94067,2022,0.43254817987152033,0.3093062476391476,0.24906097843728264
667,94068,2019,0.6755888650963598,0.18877061643460114,0.1762578251796893
511,94068,2020,0.6605995717344755,0.18839288004631427,0.16396939485277068
403,94068,2021,0.7419700214132763,0.19816272239795707,0.16865290980755854
94,94068,2022,0.8072805139186296,0.20933738196995322,0.17635056805008115
673,97415,2019,0.13169164882226983,0.16505973616798253,0.16707628101089728
524,97415,2020,0.13276231263383298,0.15672991948833082,0.16132622304660327
410,97415,2021,0.14453961456102785,0.1882253884120938,0.1880361697194528
112,97415,2022,0.16809421841541758,0.18748450199405575,0.18873174124739162
615,97416,2019,0.06102783725910065,0.33346578417520945,0.31379550197078593
525,97416,2020,0.06423982869379016,0.2781618572760026,0.2569441224205889
411,97416,2021,0.06852248394004284,0.30393846769800603,0.2723394389056341
46,97416,2022,0.07280513918629553,0.2767877217063627,0.24433109204729886
729,69204,2019,0.012847965738758037,0.12754915477082063,0.11713424530489219
423,69204,2020,0.012847965738758037,0.1500684804384359,0.10011592858798979
302,69204,2021,0.01820128479657388,0.1805313357734467,0.1176443310920473
126,69204,2022,0.02890792291220557,0.17384625676316634,0.13053559007651283
721,78551,2019,0.49571734475374735,0.18289231394470973,0.12696498956642704
521,78551,2020,0.600642398286938,0.17624093445242572,0.11439833062833293
338,78551,2021,0.6423982869379016,0.19130311006312872,0.12390447484349637
97,78551,2022,0.6820128479657388,0.2077967607218537,0.1438905634129376
707,33449,2019,0.0010706638115631703,0.13704386822180725,0.1383723626246232
549,33449,2020,0.0010706638115631703,0.16753438734024806,0.1313239044748435
252,33449,2021,0.0,0.21044141841774222,0.15724553674936237
95,33449,2022,0.007494646680942185,0.20917944691546297,0.19244145606306512
688,83118,2019,0.2569593147751606,0.1605973164118163,0.15501970785995822
598,83118,2020,0.26873661670235544,0.18047148140566238,0.17904011129144448
347,83118,2021,0.29336188436830835,0.17386084312170202,0.15951773707396244
145,83118,2022,0.3329764453961456,0.15775448543099435,0.1460236494319499
705,13103,2019,0.005353319057815845,0.09240860514677152,0.13962439137491306
593,13103,2020,0.006423982869379015,0.15335493790989563,0.1289125898446557
229,13103,2021,0.0139186295503212,0.193559468835239,0.15956410850915836
99,13103,2022,0.01820128479657388,0.2065559142905572,0.19299791328541616
100,92071,2022,0.37687366167023556,0.2047879470404531,0.1611871087410155
761,34301,2019,0.047109207708779445,0.0782377063403884,0.08393229770461397
566,34301,2020,0.05246252676659529,0.09194284762938965,0.10410387201483884
259,34301,2021,0.049250535331905786,0.11024269185714031,0.11875724553674932
178,34301,2022,0.069593147751606,0.12190373103962016,0.12144678877811266
751,92072,2019,0.21520342612419704,0.10413503145372183,0.0893577556225365
473,92072,2020,0.22483940042826553,0.13024159536536073,0.10785995826570832
385,92072,2021,0.2644539614561028,0.11841859730534632,0.0984929283561326
149,92072,2022,0.3019271948608137,0.15173233126726793,0.12817064688152097
739,83129,2019,0.06102783725910065,0.1157452698702669,0.1054950150707164
600,83129,2020,0.059957173447537475,0.1329732682345829,0.12538836076976578
349,83129,2021,0.07387580299785867,0.1277900811756002,0.11736610248087176
170,83129,2022,0.09207708779443255,0.13452445201817353,0.12098307442615347
408,95555,2021,0.0010706638115631703,0.13520649002418816,0.13382796197542313
195,95555,2022,0.009635974304068519,0.0971813622552321,0.09204729886389984
267,44184,2021,0.01177730192719486,0.16494203934393592,0.15233016461859494
78,44184,2022,0.021413276231263385,0.22690539338151539,0.1756086250869464
691,69202,2019,0.12847965738758033,0.18949188671529804,0.15325759332251332
422,69202,2020,0.12740899357601715,0.22782533992502618,0.18664502666357524
301,69202,2021,0.14775160599571735,0.21111289388826548,0.16540690934384417
67,69202,2022,0.1702355460385439,0.23879931132268595,0.20310688615812655
649,67482,2019,0.6381156316916489,0.244685661458666,0.1994899142128449
439,67482,2020,0.6466809421841543,0.28493294550385573,0.21813123116160443
295,67482,2021,0.7066381156316918,0.27333427557856294,0.2081613725944818
36,67482,2022,0.771948608137045,0.29949566407918093,0.22174820310688614
774,94071,2019,0.009635974304068519,0.06109169337060072,0.07076281010897284
512,94071,2020,0.009635974304068519,0.10570432244101202,0.10308370044052861
404,94071,2021,0.01605995717344754,0.09918321421978826,0.08448875492696495
172,94071,2022,0.023554603854389726,0.13389120286657163,0.12116856016693717
770,92073,2019,0.20877944325481798,0.09925815792398895,0.07558543936934847
474,92073,2020,0.2259100642398287,0.1014083883633049,0.0766056109436587
386,92073,2021,0.2558886509635974,0.11304176376235497,0.0922791560398794
168,92073,2022,0.29336188436830835,0.13656151243436765,0.10721075817296544
711,33522,2019,0.034261241970021415,0.12478579429512437,0.13563644794806395
550,33522,2020,0.03961456102783726,0.17642603031246507,0.1494551356364479
253,33522,2021,0.04817987152034261,0.16142672693682958,0.15543705077672154
104,33522,2022,0.059957173447537475,0.1998366327844,0.19559471365638764
682,97422,2019,0.044967880085653104,0.15740692771554,0.15831207975886852
526,97422,2020,0.044967880085653104,0.15616356639484075,0.15724553674936237
412,97422,2021,0.05246252676659529,0.14212142992587629,0.13169487595641083
30,97422,2022,0.047109207708779445,0.3108181991480562,0.29204729886389985
726,69244,2019,0.06316916488222699,0.14658887946084798,0.12167864595409228
424,69244,2020,0.06102783725910065,0.1602673629221808,0.11662415951773708
303,69244,2021,0.08029978586723771,0.18031656421845532,0.14328773475539064
123,69244,2022,0.09743040685224841,0.18001075366708597,0.14509622072803152
775,57672,2019,0.012847965738758037,0.051504431989594424,0.07067006723858099
445,57672,2020,0.009635974304068519,0.09435512954446812,0.10591235798747972
277,57672,2021,0.01177730192719486,0.10139883178357467,0.10966844423834915
70,57672,2022,0.017130620985010704,0.23245474833753244,0.249385578483654
703,74281,2019,0.03961456102783726,0.14055666573951087,0.1403199629028518
415,74281,2020,0.0417558886509636,0.1546682131559901,0.15789473684210525
309,74281,2021,0.04603854389721628,0.17570828087693202,0.17329005332715047
154,74281,2022,0.05460385438972163,0.14800476219457293,0.1474611639230234
677,83137,2019,0.2055674518201285,0.15029381452891843,0.16183630883375838
601,83137,2020,0.20342612419700215,0.18487857359496906,0.1894736842105263
350,83137,2021,0.2119914346895075,0.1673347051216728,0.15098539299791325
111,83137,2022,0.22055674518201288,0.18883499760331046,0.16025968003709712
684,31557,2019,0.010706638115631696,0.19163306355276422,0.15706005100857873
561,31557,2020,0.008565310492505356,0.1519601802471534,0.13470901924414558
244,31557,2021,0.01605995717344754,0.23114449095872114,0.16800370971481565
65,31557,2022,0.02248394004282655,0.24147817151445128,0.20537908648272662
738,37261,2019,0.13383297644539616,0.11870277980785249,0.10581961511708787
435,37261,2020,0.13918629550321202,0.13771333178080825,0.12121493160213304
262,37261,2021,0.16274089935760172,0.1485927433369264,0.13062833294690468
173,37261,2022,0.19379014989293364,0.1326765112850633,0.11736610248087176
222,10387,2021,0.0010706638115631703,0.3538172751776897,0.34551356364479474
18,10387,2022,0.003211991434689511,0.34618156797318533,0.35033619290517043
634,26362,2019,0.010706638115631696,0.31490740931686056,0.223000231857176
413,26362,2020,0.010706638115631696,0.28783915169762586,0.17347553906793411
237,26362,2021,0.01820128479657388,0.3159043114760943,0.1999536285648041
20,26362,2022,0.02676659528907923,0.3413167659125854,0.2415951773707396
733,06155,2019,0.1252676659528908,0.11711990841778752,0.11347090192441456
586,06155,2020,0.12098501070663814,0.1441006478858079,0.13461627637375373
220,06155,2021,0.11349036402569596,0.21609941659595633,0.1571064224437746
106,06155,2022,0.11777301927194861,0.198792953682276,0.18516114073730583
763,56260,2019,0.10064239828693791,0.0726385565741976,0.08036169719452818
433,56260,2020,0.10064239828693791,0.1033725169868206,0.11444470206352886
275,56260,2021,0.1466809421841542,0.09492399752736069,0.1027591003941572
200,56260,2022,0.19271948608137046,0.07730065854893908,0.09561789937398563
747,92075,2019,0.1049250535331906,0.11046752296974238,0.09496869928124274
475,92075,2020,0.10385438972162742,0.09689818570848707,0.09413401344771621
387,92075,2021,0.10920770877944327,0.11936168083136212,0.10382564340366335
156,92075,2022,0.12740899357601715,0.14679962719279505,0.13698121956874565
736,44215,2019,0.0010706638115631703,0.09851626555019,0.1066543009506144
572,44215,2020,0.01177730192719486,0.09305694363478978,0.1136563876651982
268,44215,2021,0.021413276231263385,0.11021301616218826,0.08077904011129144
186,44215,2022,0.02890792291220557,0.10932526020303202,0.08657546951078132
147,94076,2022,0.003211991434689511,0.15491064849441127,0.15910039415719918
645,93077,2019,0.004282655246252674,0.2051737310748286,0.2045444006492001
500,93077,2020,0.0021413276231263406,0.2773500509768082,0.2571296081613726
392,93077,2021,0.0021413276231263406,0.23747346162957805,0.20078831439833061
743,59009,2019,0.055674518201284794,0.12850380678808893,0.10243450034778573
527,59009,2020,0.062098501070663815,0.26127085409164963,0.07220032460004633
278,59009,2021,0.07280513918629553,0.05573950574375597,0.0
203,59009,2022,0.0910064239828694,0.06865547473818745,0.031254347322049625
767,69266,2019,0.023554603854389726,0.07007940511800115,0.07762578251796892
425,69266,2020,0.04068522483940044,0.10790786853566547,0.10229538604219801
304,69266,2021,0.04817987152034261,0.12276784703839094,0.10173892881984697
89,69266,2022,0.04068522483940044,0.2154505751300576,0.1688847669835381
732,94080,2019,0.40471092077087795,0.14443915199941249,0.11347090192441456
513,94080,2020,0.42291220556745185,0.1621535299742124,0.13062833294690468
405,94080,2021,0.4486081370449679,0.16034884533882854,0.11912821701831672
134,94080,2022,0.5042826552462527,0.16615421603604152,0.12436818919545556
722,94081,2019,0.005353319057815845,0.11457232545284357,0.12534198933456991
514,94081,2020,0.0021413276231263406,0.13434991869362556,0.14838859262694176
406,94081,2021,0.0,0.14027047132548265,0.15279387897055413
143,94081,2022,0.0021413276231263406,0.15847474975593012,0.1750985392997913
646,59646,2019,0.02462526766595289,0.2182868673984325,0.20398794342684906
534,59646,2020,0.021413276231263385,0.1465682573677457,0.09877115696730815
285,59646,2021,0.025695931477516067,0.1446393371958682,0.10006955715279386
146,59646,2022,0.038543897216274096,0.1573088470288343,0.12548110364015763
